Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text
4089,Hotel Comforte Stay Indian Guest allowed only,"Paharganj, New Delhi",Jul-23,very nice here from maim market paharganj,10,"Great stay and staffs are very cooperative and rooms are good and spacious every amenities are already kept in room and A/C cooling was also very good. Whenever we ask for anything we need they bring that within few minutes, good housekeeping and receptionists.."
4090,Hotel Comforte Stay Indian Guest allowed only,"Paharganj, New Delhi",Jun-23,value for money this hotel wonderful good job all staff,10,couple friendly hotel Giving the proof and provide good accommodation reception manager was good This is the best of in Delhi hotel full safe and cooperative staff
4091,Hotel Comforte Stay Indian Guest allowed only,"Paharganj, New Delhi",Jun-23,wonderful here good room & bathroom per day change bedsheet all laundry,10,Family hotel cheap price booked but they have all amenities available free wi-fi full speed RO water in rooms & room service 24 hours wonderful hotel staff was very nice and helpful we will again prefer this hotel
4092,Hotel Comforte Stay Indian Guest allowed only,"Paharganj, New Delhi",Jun-23,comfort stay really this is the good In Delhi hotel budget price superb facility,10,Hotel room was good and staff was very nice this is the located main bazar hotel prime location there to metro walking distance new delhi railway station only 0.5 km very nice hotel
4093,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Jun-23,Superb,9,Kindly update your payment on booking.com because it's so unfair.
4094,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Mar-23,It has not been a pleasant stay,3," · Poor hygiene, and extremely poor room service"
4095,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",May-23,I WANT MY REFUND BEFORE MY LAWYERS STEP IN,1,Nothing
4096,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Jun-23,Bad,1,they denied us... said we don't consider booking from booking.com and I don't know how the booking is completed.
4097,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Jun-23,Bad,1,Location
4098,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",May-23,Bad,1,They have collected 3000 per day
4099,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Feb-23,Don't stay in this property even they will offer stay in free of cost...,1,Nothing
4100,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Feb-23,never going again,1," · when the guests arrived, the guy in reception told the guest they didnt receive the booking from booking.com,and for payment he told the guests they had pos machine, when the guests were checking out the reception guy told the machine was broken, and the room was not the same from the photos"
4101,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Jan-23,Denied check in,1,We were denied check in
4102,OYO Townhouse 023 CR Park Near Lotus Temple,"South Delhi, New Delhi",Dec-22,Froude,1,Nothing
4103,OYO Hotel VM Residency,"South Delhi, New Delhi",Aug-23,Exceptional,10,Absolutely loved our stay at this hotel! Impeccable service and luxurious amenities
4104,OYO Hotel VM Residency,"South Delhi, New Delhi",Jul-23,Good but not great,7,The receptionist was great even staff was helpful.
4105,OYO Hotel VM Residency,"South Delhi, New Delhi",Aug-23,Exceptional,10,Our stay was top-notch. The hotel's elegant design and friendly staff made us feel like we were in a home away from home.
4106,OYO Hotel VM Residency,"South Delhi, New Delhi",Aug-23,Exceptional,10,Our stay was nothing short of amazing. The attention to detail and personalized service made us feel truly pampered.
4107,OYO Hotel VM Residency,"South Delhi, New Delhi",Aug-23,Exceptional,10,"What a wonderful stay! The hotel's location was perfect for exploring the city, and the views from our room were breathtaking."
4108,OYO Hotel VM Residency,"South Delhi, New Delhi",Jul-23,Bad,1,Never
4109,OYO Hotel VM Residency,"South Delhi, New Delhi",Jul-23,Passable,5, no comments available for this review
4110,OYO Hotel VM Residency,"South Delhi, New Delhi",Aug-23,Very poor,2, no comments available for this review
4111,OYO Hotel VM Residency,"South Delhi, New Delhi",Jul-23,Bad,1, no comments available for this review
4112,Satvik Resort,"South West, New Delhi",Aug-23,Staff,2,Clean andselint property it was
4113,Satvik Resort,"South West, New Delhi",Aug-23,Superb,9,"Very nice hotel, for a fair price. Great swimming pool. Very kind and helpful staff. Our room was upgraded for free: very wide and clean bedroom with a luxury bathroom."
4114,Satvik Resort,"South West, New Delhi",Aug-23,perfect!,10,perfect place before flying! Really enjoyed it. Very helpful friendly staff!
4115,Satvik Resort,"South West, New Delhi",Aug-23,"I wish I had a longer time to spend there, will definitely be back:)",10,The staff were lovely and it was absolutely beautiful
4116,Satvik Resort,"South West, New Delhi",Jul-23,Passable,5,"Location
Space
Staff"
4117,Satvik Resort,"South West, New Delhi",Nov-22,Good,10,"It was my 2nd time here, everything was nice. However, I feel is it kinda expensive."
4118,Satvik Resort,"South West, New Delhi",Jul-22,Wonderful,10,Great Place
4119,Satvik Resort,"South West, New Delhi",May-22,Bad,1,Only negative people
4120,Satvik Resort,"South West, New Delhi",Apr-22,Passable,5,Room Size
4121,Satvik Resort,"South West, New Delhi",Sep-22,Good,7,"ładny pokoj, czysta lazienka, bardzo ladny ogród"
4122,Hotel Marina Near IGI Airport,"South West, New Delhi",May-23,Exceptional,10,Hotel marina was near by airport rooms are very neat and clean staff was very humble food was amazing value for money
4123,Hotel Marina Near IGI Airport,"South West, New Delhi",Aug-23,Superb,9,Very nice hotel very nice locations
4124,Hotel Marina Near IGI Airport,"South West, New Delhi",Aug-23,Passable,5," · We booked two rooms. In one room didnt work air condition (temperature above 40degC - complains didnt help) in the other AC was ok, but it flows from it water and covered whole ground and in the morning expanded to the floor."
4125,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,we were supposed to get a superior room but they gave us the smallest room they had as our price was low according to th,4,clean
4126,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,"They can’t give room even they confirm room before 30 minutes we reached, another hotel offer with more charges . Not ma",1,They offer another hotel not directly cancelled
4127,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,Exceptional,10,I was visiting for first time hotel Marina with family my stay was very comfortable and room was very neat and clean food was amazing
4128,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,Exceptional,10,Hotel Marina del road very good
4129,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,Superb,9,I am Chanda I visited for first time in Delhi hotel marina my stay was very comfortable rooms are so neat and clean staff was very helpful near by airport
4130,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,Superb,9,We was stay one night staff was copretive and proved value of sarvic clean and comfortable room kindly for visit hotel marina
4131,Hotel Marina Near IGI Airport,"South West, New Delhi",Jul-23,Exceptional,10,Hotel marina was near by airport rooms are very neat and clean staff was very humble food was very nice value for money
4132,Super OYO Flagship The Vintage Residency Near Nangloi Railway Metro Station,"West Delhi, New Delhi",Aug-23,Exceptional,10, no comments available for this review
4133,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Superb,9,"Location is perfect it didn't take a time to reach or searching the property
room were spacious, hygienic and comfortable"
4134,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Aug-23,Too bad,1,There was no any properties or hotel with this name. So pathetic I tied to call ur customer case which doesn’t exists I had to book another hotel at that mid night so sad for sure will never use ur service
4135,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Superb,9,Nice hotel
4136,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Passable,5,"the emplacement , safety zone and near to the metro"
4137,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Superb,9,Staffs are well behaved and cooperative and overall it's good place to stay
4138,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Superb,9,Hotel was maintained very well and ambience is very good..
4139,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Superb,9,"Wonderful experience, staff were amazing to make your stay enjoyable. And the hotel rooms are also huge with good interior."
4140,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Good,7, no comments available for this review
4141,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Very good,8, no comments available for this review
4142,Roomshala 071 HD Luxury Home Stay - GK -1,"South Delhi, New Delhi",Jun-23,Passable,5, no comments available for this review
4143,Royal Rosette @New Delhi Railway Station,"Paharganj, New Delhi",Aug-23,A good place for emergency or delay flight accomodation..,5,Emergency staying place with need and clean environment ..like flight delay ..etc etc
4144,Royal Rosette @New Delhi Railway Station,"Paharganj, New Delhi",Aug-23,Bad,1,Nothing
4145,Royal Rosette @New Delhi Railway Station,"Paharganj, New Delhi",Jul-23,Bad,1,This is a fake property.. name of this hotel didn't exist in Delhi
4146,Royal Rosette @New Delhi Railway Station,"Paharganj, New Delhi",Jun-23,Even basic facilities were missing and the staffs weren't professional. It wasn't a satisfying stay.,5,Location was good
4147,Royal Rosette @New Delhi Railway Station,"Paharganj, New Delhi",Jun-23,Bad,1, no comments available for this review
4148,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Good Service,9,Good Service and responses ..staff is very helpful and was ready to support all requests.ambiance also good. Wil be willing to come again.and dessert session was very good. Varitey aso there.
4149,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Good property,8,"Overall a good experience. Good staff, good food, was really clean, my son enjoyed a lot It was a nice property..clean rooms   breakfast buffet spread was also very good..would definitely recommend.."
4150,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Wonderful Experience,8,Recently visited to Th for dinning with family. Their services and hospitality were great. Loved the overall experience especially. Thank you team for the wonderful experience. Would highly recommend.
4151,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Great experience,8,Well appointed rooms although small but have all the amenities and very comfortable. The food is good and the restaurant serves multi cuisine. Friendly and excellent service. Recommend this wonderful.
4152,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Wonderfull experience,8,"Food was awesome,neat and clean aera,food was delicious restaurant staff was good polite behaviour of everyone nyc visit it was a wonderfull experience , was beautifull , was amazing the staff was amazing especially"
4153,FabHotel Aerosky Grand,"Dwarka, New Delhi",Jul-23,Passable,5,Washroom was Clean
4154,FabHotel Aerosky Grand,"Dwarka, New Delhi",May-23,Bad,1,rooms and washroom was neat and clean
4155,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Best service,9,"Overall ambiance is good and service and the way they take care of overall process very well.  Very friendly behaviour,very neat and clean , overall happy with the service."
4156,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Excellent service,9,The breakfast was wonderful the facilities are excellent bed the bed was great the bathroom was fantastic especially  Overall experience was very excellent . Very humble and well behaved staffs
4157,FabHotel Aerosky Grand,"Dwarka, New Delhi",Mar-23,Amazing hospitality,9,Great ambiance and good to stay with family and friends. Staff is polite. Food is very good. Room is cleaned and beds are comfortable. Amazing hospitality
4158,Hotel Galaxy,"Mahipalpur, New Delhi",Aug-23,Bad,1,Staaf
4159,Hotel Galaxy,"Mahipalpur, New Delhi",Jul-23,Never visit this place,1,Bakwas
4160,Hotel Galaxy,"Mahipalpur, New Delhi",Jul-23,"No facilities, very bad experience.",1,Nothing
4161,Hotel Aura Deluxe,"Paharganj, New Delhi",Aug-23,Bad,1,Food
4162,Hotel Aura Deluxe,"Paharganj, New Delhi",Aug-23,Exceptional,10,Good
4163,Hotel Aura Deluxe,"Paharganj, New Delhi",Jul-23,Bad,1, · Useless place nothing clean
4164,Hotel Aura Deluxe,"Paharganj, New Delhi",Jul-23,Great experience,10,"Nice room with great facilities and services, specious"
4165,Hotel Aura Deluxe,"Paharganj, New Delhi",Jul-23,Mucha suciedad,2,Nada
4166,Hotel Aura Deluxe,"Paharganj, New Delhi",Jul-23,Bad,1, no comments available for this review
4167,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Feb-23,Exceptional,10,The best stay ever. The environment was pleasant and welcoming. Both check-in and check-out were professionally handled and easy.
4168,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Jul-23,Nyc,8,Almost amazing
4169,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Jul-23,Pleasant,6,My televeision was not working nd took 2 hours to change
4170,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Jun-23,Very good,8,"good location, co-operative staff"
4171,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Apr-23,Very good,8,"Good location, staff good,"
4172,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Feb-23,Very good,8,"Overall, I had a great experience with the hotel. Also staff was incredibly helpful, and the amenities were great. The room was wonderful, clean, and perfect to celebrate a birthday weekend."
4173,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Feb-23,Very good,8,Great location. We really loved the character of the hotel. The restaurant was fantastic and staff was friendly and helpful.
4174,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Feb-23,Very good,8,This is a beautiful hotel! It’s clean and has a lot of comfort items to make you feel at home.
4175,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Dec-22,if u have a vehicle than it’s good to stay over there,7,clean and location
4176,Itsy By Treebo - Prime Stay Rohini,"Rohini, New Delhi",Jan-22,it’s felt as if I am some brothel,6,location
4177,Wongdhen House,New Delhi,Apr-23,Exceptional,10,"Staff has been extremely helpful and friendly. They also kept how luggage for free for 2 weeks while we were away from Delhi between 2 stays. Each room has a fridge that works... Located as close as possible of bus starting for overnight travel to Bir, Kangra, etc."
4178,Wongdhen House,New Delhi,Aug-23,Very good,8,The room was clean and the hotel has an excellent restaurant serving delicious Asian dishes for those who are not fans of Indian cuisine.
4179,Wongdhen House,New Delhi,Aug-23,"Wonderful, clean hotel in Majnu Ka Tilla.",9,"Superb hotel with a lovely restaurant. Team are very friendly and accommodating. Rooms are impeccably clean, comfortable and provide many amenities. I paid extra for a beautiful view of the Yamuna River, which I feel was worth it!
The hotel is located down an alleyway in Majnu Ka Tila, and the location feels quiet and safe at all times of the day.
Well-established in Majnu Ka Tila - would definitely stay here again."
4180,Wongdhen House,New Delhi,Aug-23,Very good!,9,The ladies at the drsk were very helpful and friendly. Everything fine! The location was nice.
4181,Wongdhen House,New Delhi,Jul-23,Very good,8,Didn’t order breakfast
4182,Wongdhen House,New Delhi,Jul-23,Will come back. Wait for me :).,9,Friendly and helpful staff. Provided all the services requested. Easy to go down and eat in the restaurant or just order food in the room and chill and eat. Very accommodating with my last minute schedule change as I had to rush to the airport earlier than planned due to my plane being cancelled. They booked me a taxi late at night and also stored an empty suitcase I couldn't take with me so some family member could pick it up later.
4183,Wongdhen House,New Delhi,Jun-23,Everyone was most helpful and the room was very nice.,9,"Quiet, friendly, clean!"
4184,Wongdhen House,New Delhi,Jun-23,Great Stay and I will definitely keep it on my radar in my next visit as I now know the location,9,clean And Compact
4185,Wongdhen House,New Delhi,Jun-23,Really good one.,10,"Really great place to stay. Super clean and very kind staff. Located in ""Tibet Town"" They helped me exchange money at a very good rate, and also booked a bus for me with an escort to make sure I got on the right bus. The restaurant inside is also very good. Highly recommended. Not recommended to arrive alone at night."
4186,Wongdhen House,New Delhi,Jun-23,Very good,8,"The bed was comfortable, there was a fridge in the room. Good shower.
Some staff members were nice and helpful.
Wifi was good.
It's a safe place for women as well.
Their restaurant is good."
4187,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Feb-23,Lovely hotel in an Urban village,10,"You enter the hotel and you are in a different world. It's absolutely serene inside the hotel. Very Japanese feeling as it caters to Japanese clients.
The food is one of the best we have had. There is little option of Indian food but still great food.
The rooms are lovely (studio rooms) with microwave    facility. You can cook your own maggi or heat up a nice dish.
The restaurant serves authentic Japanese and sushi. Just loved it. Not to heavy on the pocket but not to light either."
4188,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Mar-23,Could have been better...,6,"Room is big and with the kitchen it can be very usefull
the swimming pool and the gym center is nice too."
4189,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Feb-23,Very good,8,"Clean, comfortable rooms with amenities, peaceful ambience"
4190,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Feb-23,Good,7,was good
4191,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",May-23,Poor service,5,Nothing
4192,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Mar-23,Superb,9,Overall good experience. Location is a bit problem. Otherwise okay
4193,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Mar-23,outdated hotel not clean upto the mark with a stench in lifts and rooms. The location is isolated,2," · location, cleanliness, room decor"
4194,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Dec-22,Superb,9,"Very helpful staff. If you like authentic Japanese food and drink, this place is must visit."
4195,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Feb-23,A very nice stay at well presented hotel,10,"Really good facilities, clean and spacious room and very friendly reception staff"
4196,Avalon Courtyard Residence Suites,"South Delhi, New Delhi",Sep-22,Passable,5,rooms are not at all worthy as per cost . food is very costly. only reception is nice .
4197,Hotel Sunstar Heights,"Karol bagh, New Delhi",Dec-22,Exceptional,10,Rooms are price worthy and execellent.
4198,Hotel Sunstar Heights,"Karol bagh, New Delhi",Apr-23,Superb,9,Really gud hotel
4199,Hotel Sunstar Heights,"Karol bagh, New Delhi",Apr-23,Good,7,"Staff's behaviour was decent , food was yummy"
4200,Hotel Sunstar Heights,"Karol bagh, New Delhi",Mar-23,Superb,9,Location was very good.
4201,Hotel Sunstar Heights,"Karol bagh, New Delhi",Mar-23,Very good,8,"Good hotel. Good location. All local foods available nearby.
Best is staff service.. really good"
4202,Hotel Sunstar Heights,"Karol bagh, New Delhi",Feb-23,Value for money,9,Value for money
4203,Hotel Sunstar Heights,"Karol bagh, New Delhi",Nov-22,"Pleasant stay
And food was delicious
Overall impressive 👍",8,Decent staff  and good service
4204,Hotel Sunstar Heights,"Karol bagh, New Delhi",Oct-22,Very good,8,Staff was good
4205,Hotel Sunstar Heights,"Karol bagh, New Delhi",Jun-22,Good,7,no breakfast provided.  Rs20 water bottle was given at Rs.30.
4206,Hotel Sunstar Heights,"Karol bagh, New Delhi",Jun-22,value for money. comfortable and nice location,9,"cooperative staff, clean room with everything provided as mentioned."
4207,FabHotel Trio Continental Patel Nagar,New Delhi,May-23,Exceptional,10,Good service and my entire stay was overall good.
4208,FabHotel Trio Continental Patel Nagar,New Delhi,Mar-23,Excellent Hospitality,8,"Great experience. Slightly less options but the ones that are available are very good. Very kind and helpful staff And above all, value for money"
4209,FabHotel Trio Continental Patel Nagar,New Delhi,Mar-23,Hospitality and Food... at it's best !,8,hospitality and extremely yummy food as well.  Pleasnt experience very good experience staff where cooperative specially Good experiance good faciliteiten Would definitely come again.
4210,FabHotel Trio Continental Patel Nagar,New Delhi,Mar-23,STAY Excellent,8,"The hotel was excellent and the food was exquisite, but the surprisingly the assistance and the service provided by the staff was outstanding specially Keep it up guys"
4211,FabHotel Trio Continental Patel Nagar,New Delhi,Jun-23,Pathetic,1,None of the things is good
4212,FabHotel Trio Continental Patel Nagar,New Delhi,May-23,Exceptional,10, · Room was specious and clean.Very Central location
4213,FabHotel Trio Continental Patel Nagar,New Delhi,May-23,Exceptional,10,"Room was clean and hygienic,Food was tasty and in budget.
Nice stay"
4214,FabHotel Trio Continental Patel Nagar,New Delhi,May-23,Comfortable stay,10,"Its located near in metro station and it was comfortable stay.
Staff was courteous and attentive
Food was nice and worthy"
4215,FabHotel Trio Continental Patel Nagar,New Delhi,May-23,Passable,5,Location
4216,FabHotel Trio Continental Patel Nagar,New Delhi,Apr-23,Free hair In aloo paratha,1," · We booked for this hotel on the basis of good reviews however when we checked in, the story was the other way around. 
First, I don't  like when  staff went inside room without our knowledge, after we checked in and we decided to keep our stuffs inside. We knew upon arrival that there was no toiletries and towels(they should get rooms ready before customers will enter) but when we came back after strolling outside, we found out that someone entered and put inside bathroom. If ever that they needed to add fe things, they should ask permission first if it was okay to enter rooms or not.
Second,our package includes meal for  breakfast but on first day of our stay, we saw hair intact in aloo parantha. When we show it to the room delivery guy, he told that it was by mistake that hair was also added in the recipe.
Third, on second day of our stay, next room door was watching movie in full volume like they were in disco. The facility is not sound proof and we can hear them enjoying around 12pm.
 Fourth, on third day of stay,that was early morning, someone tried to open our door aggressively. We requested to check cctv to know who is acting like that which clearly violated our privacy. Reception staff apologised and told that  this will not happen again. Those people occupying next room will go next day.
I attached picture of aloo parantha with hair and the bathroom glass panes which can give someone in balcony a good peek inside bathroom."
4217,Hotel Sunshine,"Karol bagh, New Delhi",Oct-22,Amazing value and a great stay,10,"The location was only a short ride from the city centre, and a short walk to local markets. The room was clean and equipped with more than what we needed. The staff were extremely helpful and friendly, providing information, allowed us to store our bags on-site after we had checked out and helped us to organise transport to the bus station."
4218,Hotel Sunshine,"Karol bagh, New Delhi",Jul-23,Good,7," · Washroom mat missing
Ac not working properly"
4219,Hotel Sunshine,"Karol bagh, New Delhi",Jun-23,Passable,5,Need more improvement
4220,Hotel Sunshine,"Karol bagh, New Delhi",Mar-23,Pleasant,6,Staff behaviour
4221,Hotel Sunshine,"Karol bagh, New Delhi",Feb-23,Good,7,Price and location
4222,Hotel Sunshine,"Karol bagh, New Delhi",Jan-23,Economical but not very happy with the facilities.,6,Price was good
4223,Hotel Sunshine,"Karol bagh, New Delhi",Nov-22,Passable,5,On time delivery of breakfast
4224,Hotel Sunshine,"Karol bagh, New Delhi",Dec-22,Pleasant,6,Staff were friendly and cooperative. They also provided early check-in. Rooms are spacious
4225,Hotel Sunshine,"Karol bagh, New Delhi",Dec-22,Good,7,Location is good.
4226,Hotel Sunshine,"Karol bagh, New Delhi",Nov-22,not a good experience,7,food service
4227,Hotel Castle Blue,"Mahipalpur, New Delhi",Dec-22,Room was clean.,10,Good hotel to stay loving it very much.
4228,Hotel Castle Blue,"Mahipalpur, New Delhi",Jun-23,Very good,8,"Spotless room, service"
4229,Hotel Castle Blue,"Mahipalpur, New Delhi",Jun-23,Superb,9,Hospitable staff
4230,Hotel Castle Blue,"Mahipalpur, New Delhi",Dec-22,"Pocket friendly property, very well located!",7,well located for emergency overnight stay
4231,Hotel Castle Blue,"Mahipalpur, New Delhi",Jul-23,Stay was very comfortable,10,It is very nice hotel and staff is very cooperative
4232,Hotel Castle Blue,"Mahipalpur, New Delhi",Jun-23,Don’t recommend!,3,Nothing!
4233,Hotel Castle Blue,"Mahipalpur, New Delhi",Jun-23,Poor,3,Staff little bit good.
4234,Hotel Castle Blue,"Mahipalpur, New Delhi",Jun-23,"The hotel was satisfactory,but the facilities during our stay were bad,",6,The hotel was ok . Not recommended for families
4235,Hotel Castle Blue,"Mahipalpur, New Delhi",Apr-23,excellent,10,hospitality
4236,Hotel Castle Blue,"Mahipalpur, New Delhi",Jun-23,pathetic.,1,nothing. it was terrible. room was so dirty.
4237,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Jan-23,Exceptional,10,"Friendly staff 
Very neat and clean room every thing was very good it's our last day we sleep very well and room was very quiet 
l the manager make a day tour for us for visiting best places of Delhi"
4238,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Feb-23,Very good,8,"staff is really helpful, and the location is great if you are in search for some street food"
4239,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Jan-23,Very good,8,"Staff was very kind and helpful, they were able to provide good local recommendations.
The hotel is a 10 walk away from the nearest metro station.
Rooms were very clean and comfortable."
4240,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Jan-23,good,9,close to metro station and  connaught palace
4241,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Dec-22,Superb,9,"Incredibly friendly staff, rooms are small but clean and the location is perfect!"
4242,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Dec-22,Superb,9,"צוות שירותי מאוד.
good waifi
good location. close to the main bazaar but not on the main crowd street."
4243,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Dec-22,OK,7,Clean room and friendly staff.
4244,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Nov-22,Superb,9,"The hotel is easely reachable. The staff is very helpful. They did all we asked for - bought train tickets, sim cards, etc. It was very clean and graet value for its money"
4245,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Nov-22,Good,7,"Near the train station and plenty of conveniences
Room was good standard"
4246,THE GRACE HOUSE Paharganj,"Paharganj, New Delhi",Nov-22,"We globally had a pleasant stay, rooms are clean for the Delhi standards, I would come back",7,"The location, in the heart of Paharganj, near metro and New Delhi station. Go get a Channa Bathura for breakfast at famous Sita Ram Diwan Chand just a few steps from the hotel!
Rooms are ok, people at the front desk are friendly and helpful. Reception is open 24h"
4247,Hotel Smart Suites,"South West, New Delhi",Aug-23,"Comfy beds, good value for money.",7,"Very close to airport - stayed one night waiting for early flight. 
Comfortable beds.
Room big enough for us and our two  children. 
It was relatively cheap, so good value for money. 
."
4248,Hotel Smart Suites,"South West, New Delhi",Jul-23,Below average stay and not worth it,5,Staff is okay
4249,Hotel Smart Suites,"South West, New Delhi",Jul-23,Need to improve neat and cleanness,1,None
4250,Hotel Smart Suites,"South West, New Delhi",Jul-23,No peace in this place.,3,Close to the airport.
4251,Hotel Smart Suites,"South West, New Delhi",Jul-23,"Приехав в отель меня послали в другой, затем в другом(Армани отель) мне сказали что нет заказа.",1, · Отношение не дружелюбно и не гостеприимно
4252,Hotel Smart Suites,"South West, New Delhi",Jul-23,Насекомых не обнаружено 🙂,9," · Номера не первой свежести , но все аккуратно и чисто"
4253,Hotel Smart Suites,"South West, New Delhi",Jul-23,Passable,5, no comments available for this review
4254,Hotel Smart Suites,"South West, New Delhi",Aug-23,Very good,8, no comments available for this review
4255,Hotel Smart Suites,"South West, New Delhi",Jul-23,Good,7, no comments available for this review
4256,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,Passable,5,The staff booked a taxi for me very early morning.
4257,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,Very good,8,Early Check In Charged
4258,Airport Hotel Asian Blue Luxury,"South West, New Delhi",May-23,Not bad for the price,7, · The area around the property is too dirty and congested
4259,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Apr-23,Very good,8,The staff was good.....
4260,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,Bad,1,The hotel was closed hence didn't stay there. I repeatedly called the number that was provided but it was switched off
4261,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,"Rating is out of date, DON’T GO THERE GUYS!",1,"Staff was friendly and rather helpful, they answered the WhatsApp quickly, they book me the taxi to the airport, they changed the room according to my request.
Another big plus that it’s not far from the airport, location is just 1 metro station away from Indira Gandhi International Airport."
4262,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,Bad,1,The property doesn’t exist anymore
4263,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,Bad,1,"The hotel was closed. It did not.have a license according to the taxi driver . I arrived to Delhi at 3 am. I took a taxi which drive me to a really scary area: no walkside, mud everywhere, shaby buildings, dangerous looking. There was a little banner with the name of the hotel, but al lights off and nobody there. Summaring, It is a scam."
4264,Airport Hotel Asian Blue Luxury,"South West, New Delhi",Jul-23,NEVER EVER BOOK YOUR STAY WITH A UNKNOWN HOTEL OR A LODGE TO SAVE SOME MONEY.,1," · First of all, This is a fraudulent booking. When I booked the hotel, it had another name; when I booked my stay after some days, it changed the word, and now it has another name. When I arrived at the airport and called the given phone number, I was told to call another. I called that number no one answered the call. When I called the old number, the person did not pick up. It is a fraudulent and very doubtful business. I searched the property in and around Aerocity for the next 4 hrs but could not locate the place. My driver told me there is a lot of fraud in Delhi, where one hotel is run under different names. They have one word when booking the hotel and another when you start looking for the place. My booking was a waste and money down the drain. PLEASE REFRAIN FROM BOOKING UNKNOWN BUSINESS HOTELS IN DELHI. This city is full of cheats and frauds. They predate on innocent customers and give bad names to other business owners. 
Please book with reputable hotels, even if they are a little expensive."
