class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
e,4.55,x,h,n,f,x,n,5.23,6.39,n,t,r,d,s
e,6.27,x,h,n,f,x,w,5.65,7.23,n,t,r,d,a
e,5.45,x,h,n,f,x,n,4.82,5.06,n,t,r,d,u
e,5.54,x,h,n,f,x,w,5.39,5.54,n,t,r,d,w
e,5.25,x,h,n,f,x,w,6.09,6.78,n,t,r,d,a
e,5.51,x,h,n,f,x,w,6.14,6.02,n,t,r,d,w
e,4.32,x,h,n,f,x,w,5.55,5.57,n,t,r,d,s
e,5.12,x,h,n,f,x,n,4.71,5.21,n,t,r,d,w
e,5.14,x,h,n,f,x,n,5.62,4.72,n,t,r,d,u
e,4.75,x,h,n,f,x,w,5.5,5.63,n,t,r,d,w
e,6.86,x,h,n,f,x,n,5.8,6.76,n,t,r,d,a
e,6.36,x,h,n,f,x,w,5.96,6.0,n,t,r,d,w
e,5.43,x,h,n,f,x,n,5.36,5.83,n,t,r,d,a
e,5.14,x,h,n,f,x,n,4.86,5.56,n,t,r,d,w
e,4.84,x,h,n,f,x,n,4.42,6.77,n,t,r,d,w
e,4.52,x,h,n,f,x,w,5.44,5.34,n,t,r,d,a
e,5.44,x,h,n,f,x,n,5.17,5.71,n,t,r,d,w
e,4.12,x,h,n,f,x,w,6.0,5.52,n,t,r,d,u
e,4.7,x,h,n,f,x,w,4.69,5.39,n,t,r,d,w
e,4.4,x,h,n,f,x,w,5.27,4.88,n,t,r,d,u
e,5.05,x,h,n,f,x,n,5.48,5.93,n,t,r,d,s
e,3.85,x,h,n,f,x,n,3.92,4.98,n,t,r,d,u
e,6.0,x,h,n,f,x,n,5.67,5.54,n,t,r,d,u
e,5.53,x,h,n,f,x,w,5.99,6.89,n,t,r,d,u
e,6.2,x,h,n,f,x,w,5.92,6.37,n,t,r,d,w
e,6.16,x,h,n,f,x,n,5.7,6.87,n,t,r,d,u
e,6.04,x,h,n,f,x,n,6.46,5.8,n,t,r,d,s
e,4.38,x,h,n,f,x,n,4.57,4.56,n,t,r,d,s
e,5.97,x,h,n,f,x,w,5.94,6.11,n,t,r,d,w
e,6.03,x,h,n,f,x,n,6.01,6.33,n,t,r,d,u
e,6.37,x,h,n,f,x,w,6.7,6.23,n,t,r,d,w
e,4.06,x,h,n,f,x,w,4.94,5.87,n,t,r,d,w
e,5.57,x,h,n,f,x,n,5.22,5.79,n,t,r,d,u
e,6.19,x,h,n,f,x,n,6.02,6.14,n,t,r,d,w
e,4.86,x,h,n,f,x,w,4.53,5.01,n,t,r,d,s
e,4.18,x,h,n,f,x,w,3.33,3.86,n,t,r,d,u
e,4.48,x,h,n,f,x,n,2.83,4.99,n,t,r,d,a
e,6.18,x,h,n,f,x,w,5.91,6.0,n,t,r,d,a
e,6.68,x,h,n,f,x,n,6.55,7.44,n,t,r,d,u
e,5.43,x,h,n,f,x,w,5.36,6.06,n,t,r,d,s
e,5.26,x,h,n,f,x,n,5.78,6.47,n,t,r,d,a
e,5.93,x,h,n,f,x,n,6.71,6.15,n,t,r,d,u
e,6.56,x,h,n,f,x,w,6.28,6.89,n,t,r,d,s
e,5.06,x,h,n,f,x,w,5.56,6.23,n,t,r,d,u
e,5.46,x,h,n,f,x,w,5.33,5.56,n,t,r,d,s
e,6.34,x,h,n,f,x,w,7.3,7.38,n,t,r,d,u
e,4.69,x,h,n,f,x,n,4.94,5.39,n,t,r,d,w
e,5.01,x,h,n,f,x,n,4.92,5.26,n,t,r,d,a
e,4.19,x,h,n,f,x,n,4.54,4.79,n,t,r,d,w
e,4.67,x,h,n,f,x,n,5.18,5.67,n,t,r,d,s
e,5.83,x,h,n,f,x,n,5.49,6.1,n,t,r,d,w
e,4.57,x,h,n,f,x,w,5.79,7.2,n,t,r,d,w
e,4.01,x,h,n,f,x,n,5.98,6.2,n,t,r,d,w
e,4.81,x,h,n,f,x,n,5.39,5.79,n,t,r,d,w
e,5.9,x,h,n,f,x,w,5.87,6.02,n,t,r,d,u
e,5.87,x,h,n,f,x,n,5.94,6.01,n,t,r,d,u
e,3.34,x,h,n,f,x,n,4.09,5.13,n,t,r,d,w
e,4.68,x,h,n,f,x,n,5.6,5.5,n,t,r,d,u
e,6.93,x,h,n,f,x,w,6.23,6.61,n,t,r,d,a
e,6.38,x,h,n,f,x,w,6.28,6.86,n,t,r,d,u
e,5.26,x,h,n,f,x,n,5.1,5.7,n,t,r,d,s
e,5.68,x,h,n,f,x,n,4.4,6.01,n,t,r,d,a
e,6.38,x,h,n,f,x,n,5.79,6.26,n,t,r,d,s
e,6.93,x,h,n,f,x,n,5.8,6.04,n,t,r,d,a
e,5.13,x,h,n,f,x,w,5.97,5.74,n,t,r,d,w
e,6.32,x,h,n,f,x,w,5.31,6.36,n,t,r,d,u
e,4.83,x,h,n,f,x,n,5.34,5.54,n,t,r,d,a
e,6.27,x,h,n,f,x,n,4.95,6.0,n,t,r,d,w
e,4.42,x,h,n,f,x,w,4.71,5.32,n,t,r,d,u
e,5.3,x,h,n,f,x,w,5.46,5.49,n,t,r,d,a
e,5.39,x,h,n,f,x,w,6.55,5.91,n,t,r,d,s
e,4.16,x,h,n,f,x,n,4.62,4.87,n,t,r,d,u
e,3.93,x,h,n,f,x,w,4.47,5.86,n,t,r,d,u
e,6.14,x,h,n,f,x,n,6.35,6.92,n,t,r,d,w
e,6.01,x,h,n,f,x,n,4.57,5.72,n,t,r,d,w
e,6.6,x,h,n,f,x,n,5.67,6.71,n,t,r,d,s
e,5.95,x,h,n,f,x,n,6.97,6.1,n,t,r,d,a
e,5.11,x,h,n,f,x,w,3.74,4.49,n,t,r,d,w
e,6.87,x,h,n,f,x,w,6.36,7.52,n,t,r,d,a
e,5.09,x,h,n,f,x,n,5.6,6.7,n,t,r,d,a
e,5.86,x,h,n,f,x,n,4.18,5.34,n,t,r,d,u
e,6.21,x,h,n,f,x,n,5.88,6.33,n,t,r,d,a
e,5.55,x,h,n,f,x,w,5.09,5.5,n,t,r,d,w
e,5.4,x,h,n,f,x,n,5.03,6.18,n,t,r,d,s
e,5.62,x,h,n,f,x,w,5.19,5.34,n,t,r,d,u
e,5.71,x,h,n,f,x,w,6.29,6.14,n,t,r,d,s
e,4.48,x,h,n,f,x,w,5.19,5.28,n,t,r,d,a
e,5.85,x,h,n,f,x,w,4.07,5.09,n,t,r,d,s
e,4.54,x,h,n,f,x,w,4.19,5.25,n,t,r,d,u
p,6.68,x,e,e,f,a,n,9.27,10.54,y,t,z,d,a
p,6.61,x,e,e,f,a,n,7.43,9.72,y,t,z,d,a
p,5.9,x,e,e,f,a,n,8.25,9.43,n,t,z,d,a
p,5.76,x,e,e,f,a,y,7.76,10.32,y,t,z,d,a
p,5.85,x,e,e,f,a,g,8.25,10.6,n,t,z,d,a
p,6.31,x,e,e,f,a,w,8.22,10.21,n,t,z,d,a
p,6.49,x,e,e,f,a,y,7.03,9.53,e,t,z,d,a
p,5.97,x,e,e,f,a,n,8.74,10.22,y,t,z,d,a
p,6.41,x,e,e,f,a,n,8.13,10.97,y,t,z,d,a
p,5.81,x,e,e,f,a,y,7.86,10.16,n,t,z,d,a
p,5.36,x,e,e,f,a,n,8.17,10.26,n,t,z,d,a
p,6.02,x,e,e,f,a,n,8.09,9.71,n,t,z,d,a
p,4.74,x,e,e,f,a,y,7.11,9.51,y,t,z,d,a
p,5.83,x,e,e,f,a,n,8.04,9.51,y,t,z,d,a
p,5.92,x,e,e,f,a,y,8.91,10.82,n,t,z,d,a
p,5.58,x,e,e,f,a,y,7.37,10.26,y,t,z,d,a
p,6.89,x,e,e,f,a,n,8.44,11.07,y,t,z,d,a
p,5.88,x,e,e,f,a,w,8.48,10.21,y,t,z,d,a
p,6.31,x,e,e,f,a,w,8.31,9.93,e,t,z,d,a
p,6.09,x,e,e,f,a,w,8.79,10.26,n,t,z,d,a
p,6.03,x,e,e,f,a,n,7.43,10.05,n,t,z,d,a
p,7.23,x,e,e,f,a,n,8.1,10.04,y,t,z,d,a
p,6.3,x,e,e,f,a,g,7.64,10.17,y,t,z,d,a
p,4.87,x,e,e,f,a,y,6.73,9.1,e,t,z,d,a
p,6.68,x,e,e,f,a,n,7.47,9.58,y,t,z,d,a
p,6.19,x,e,e,f,a,n,9.47,10.79,y,t,z,d,a
p,4.8,x,e,e,f,a,n,7.21,9.13,e,t,z,d,a
p,5.94,x,e,e,f,a,g,8.14,10.15,y,t,z,d,a
p,6.12,x,e,e,f,a,g,8.65,11.24,n,t,z,d,a
p,6.12,x,e,e,f,a,y,8.27,9.27,e,t,z,d,a
p,6.46,x,e,e,f,a,g,9.03,10.77,e,t,z,d,a
p,6.11,x,e,e,f,a,w,8.53,11.18,e,t,z,d,a
p,6.22,x,e,e,f,a,w,8.44,10.15,e,t,z,d,a
p,4.86,x,e,e,f,a,n,7.34,9.99,e,t,z,d,a
p,6.16,x,e,e,f,a,w,8.47,10.96,n,t,z,d,a
p,4.02,x,e,e,f,a,g,6.8,9.81,e,t,z,d,a
p,6.53,x,e,e,f,a,g,8.1,10.02,e,t,z,d,a
p,4.8,x,e,e,f,a,n,9.1,9.22,y,t,z,d,a
p,5.65,x,e,e,f,a,g,8.65,10.15,y,t,z,d,a
p,6.45,x,e,e,f,a,n,7.7,10.98,e,t,z,d,a
p,5.43,x,e,e,f,a,y,8.27,10.3,y,t,z,d,a
p,5.58,x,e,e,f,a,g,7.67,8.89,e,t,z,d,a
p,6.3,x,e,e,f,a,n,8.47,10.7,n,t,z,d,a
p,5.06,x,e,e,f,a,n,7.95,9.16,e,t,z,d,a
p,7.43,x,e,e,f,a,g,8.67,10.73,y,t,z,d,a
p,6.78,x,e,e,f,a,y,8.62,10.77,n,t,z,d,a
p,6.69,x,e,e,f,a,n,8.07,9.61,e,t,z,d,a
p,6.06,x,e,e,f,a,y,8.4,10.47,y,t,z,d,a
p,4.58,x,e,e,f,a,n,7.24,9.67,y,t,z,d,a
p,7.39,x,e,e,f,a,n,9.5,10.98,e,t,z,d,a
p,5.85,x,e,e,f,a,w,8.26,9.37,n,t,z,d,a
p,4.53,x,e,e,f,a,w,6.78,8.18,y,t,z,d,a
p,6.73,x,e,e,f,a,g,9.22,10.77,n,t,z,d,a
p,5.26,x,e,e,f,a,y,8.38,10.34,e,t,z,d,a
p,6.17,x,e,e,f,a,n,8.2,9.84,e,t,z,d,a
p,6.07,x,e,e,f,a,w,7.23,9.32,n,t,z,d,a
p,5.88,x,e,e,f,a,w,7.81,9.27,n,t,z,d,a
p,7.4,x,e,e,f,a,n,8.05,10.45,y,t,z,d,a
p,5.19,x,e,e,f,a,w,8.1,9.97,n,t,z,d,a
p,5.74,x,e,e,f,a,g,7.68,10.62,n,t,z,d,a
p,4.92,x,e,e,f,a,w,7.42,9.23,n,t,z,d,a
p,6.12,x,e,e,f,a,y,7.2,9.62,e,t,z,d,a
p,6.63,x,e,e,f,a,n,7.8,10.1,y,t,z,d,a
p,6.64,x,e,e,f,a,n,7.7,10.9,e,t,z,d,a
p,5.73,x,e,e,f,a,g,8.79,10.28,y,t,z,d,a
p,7.33,x,e,e,f,a,n,8.69,11.54,n,t,z,d,a
p,6.31,x,e,e,f,a,n,7.82,9.61,n,t,z,d,a
p,5.56,x,e,e,f,a,n,8.51,11.4,e,t,z,d,a
p,6.21,x,e,e,f,a,y,8.69,11.19,e,t,z,d,a
p,5.86,x,e,e,f,a,w,8.53,10.13,n,t,z,d,a
p,5.86,x,e,e,f,a,w,7.0,9.35,e,t,z,d,a
p,5.73,x,e,e,f,a,g,7.29,9.84,n,t,z,d,a
p,4.7,x,e,e,f,a,n,7.7,9.15,n,t,z,d,a
p,4.68,x,e,e,f,a,g,6.92,8.41,y,t,z,d,a
p,6.16,x,e,e,f,a,n,7.72,10.02,e,t,z,d,a
p,5.06,x,e,e,f,a,w,7.23,9.19,e,t,z,d,a
p,6.99,x,e,e,f,a,g,8.8,10.11,n,t,z,d,a
p,5.82,x,e,e,f,a,g,8.2,9.74,e,t,z,d,a
p,5.46,x,e,e,f,a,w,8.15,9.56,e,t,z,d,a
p,6.37,x,e,e,f,a,w,8.45,10.75,e,t,z,d,a
p,6.26,x,e,e,f,a,n,8.15,10.39,e,t,z,d,a
p,5.81,x,e,e,f,a,w,7.92,10.57,y,t,z,d,a
p,6.31,x,e,e,f,a,y,8.23,10.28,e,t,z,d,a
p,4.57,x,e,e,f,a,n,7.41,9.52,y,t,z,d,a
p,6.36,x,e,e,f,a,y,7.56,9.25,y,t,z,d,a
p,4.97,x,e,e,f,a,w,7.83,9.79,e,t,z,d,a
p,4.51,x,e,e,f,a,w,7.87,9.3,n,t,z,d,a
p,6.35,x,e,e,f,a,g,8.0,10.04,y,t,z,d,a
p,5.06,x,e,e,f,a,n,7.39,9.38,n,t,z,d,a
p,5.38,x,e,e,f,a,y,7.53,9.62,n,t,z,d,a
p,5.83,x,e,e,f,a,g,8.01,9.07,e,t,z,d,a
p,5.96,x,e,e,f,a,w,8.48,10.2,e,t,z,d,a
p,6.52,x,e,e,f,a,y,7.83,9.93,y,t,z,d,a
p,6.29,x,e,e,f,a,w,8.4,10.58,y,t,z,d,a
p,7.36,x,e,e,f,a,n,9.32,12.24,y,t,z,d,a
p,6.7,x,e,e,f,a,w,7.9,10.47,n,t,z,d,a
p,6.31,x,e,e,f,a,y,7.93,9.94,n,t,z,d,a
p,6.28,x,e,e,f,a,n,8.8,10.64,e,t,z,d,a
p,5.18,x,e,e,f,a,y,7.52,9.48,n,t,z,d,a
p,5.53,x,e,e,f,a,y,7.63,9.63,e,t,z,d,a
p,5.82,x,e,e,f,a,n,8.16,10.13,n,t,z,d,a
p,5.62,x,e,e,f,a,g,7.19,10.15,e,t,z,d,a
p,6.24,x,e,e,f,a,n,8.17,10.37,y,t,z,d,a
p,6.68,x,e,e,f,a,y,7.91,9.93,e,t,z,d,a
p,6.37,x,e,e,f,a,w,7.54,9.26,y,t,z,d,a
p,7.04,x,e,e,f,a,g,8.76,10.97,y,t,z,d,a
p,6.44,x,e,e,f,a,g,8.6,11.07,y,t,z,d,a
p,7.13,x,e,e,f,a,n,7.53,10.04,n,t,z,d,a
p,5.88,x,e,e,f,a,g,8.44,9.97,n,t,z,d,a
p,5.49,x,e,e,f,a,n,8.87,10.27,e,t,z,d,a
p,6.56,x,e,e,f,a,w,7.08,8.69,e,t,z,d,a
p,6.45,x,e,e,f,a,w,7.77,9.84,n,t,z,d,a
p,5.77,x,e,e,f,a,n,6.76,9.94,e,t,z,d,a
p,4.8,x,e,e,f,a,n,6.72,9.11,n,t,z,d,a
p,6.17,x,e,e,f,a,w,7.64,10.15,n,t,z,d,a
p,6.01,x,e,e,f,a,n,7.81,9.32,n,t,z,d,a
p,6.34,x,e,e,f,a,g,8.34,11.06,e,t,z,d,a
p,5.79,x,e,e,f,a,y,7.44,9.91,y,t,z,d,a
p,6.47,x,e,e,f,a,y,7.9,10.54,e,t,z,d,a
p,6.68,x,e,e,f,a,g,8.37,10.71,y,t,z,d,a
p,5.67,x,e,e,f,a,y,8.02,9.91,y,t,z,d,a
p,6.29,x,e,e,f,a,g,8.07,10.5,e,t,z,d,a
p,4.76,x,e,e,f,a,y,7.84,9.27,n,t,z,d,a
p,6.68,x,e,e,f,a,w,7.89,9.29,n,t,z,d,a
p,5.43,x,e,e,f,a,w,7.84,10.81,n,t,z,d,a
p,5.13,x,e,e,f,a,g,6.67,8.94,e,t,z,d,a
p,6.55,x,e,e,f,a,w,8.86,9.9,n,t,z,d,a
p,6.28,x,e,e,f,a,n,8.29,10.28,e,t,z,d,a
p,6.64,x,e,e,f,a,n,9.01,10.35,n,t,z,d,a
p,5.59,x,e,e,f,a,w,7.47,9.48,y,t,z,d,a
p,6.41,x,e,e,f,a,g,8.45,10.86,y,t,z,d,a
p,5.23,x,e,e,f,a,y,7.95,10.12,e,t,z,d,a
p,7.19,x,e,e,f,a,n,9.16,10.38,e,t,z,d,a
p,3.61,x,e,e,f,a,w,7.68,9.61,y,t,z,d,a
p,6.52,x,e,e,f,a,y,7.47,10.31,n,t,z,d,a
p,6.16,x,e,e,f,a,w,8.01,9.31,e,t,z,d,a
p,6.29,x,e,e,f,a,n,7.46,9.87,e,t,z,d,a
p,6.52,x,e,e,f,a,n,6.42,9.2,y,t,z,d,a
p,6.17,x,e,e,f,a,w,7.83,10.1,y,t,z,d,a
p,5.95,x,e,e,f,a,n,7.54,10.9,y,t,z,d,a
p,5.59,x,e,e,f,a,n,7.68,9.44,n,t,z,d,a
p,5.63,x,e,e,f,a,y,8.31,10.87,y,t,z,d,a
p,7.55,x,e,e,f,a,n,9.58,11.02,y,t,z,d,a
p,7.24,x,e,e,f,a,y,8.24,10.67,y,t,z,d,a
p,5.19,x,e,e,f,a,w,7.23,9.09,y,t,z,d,a
p,6.28,x,e,e,f,a,y,8.17,9.36,n,t,z,d,a
p,4.94,x,e,e,f,a,n,8.27,9.24,e,t,z,d,a
p,6.22,x,e,e,f,a,w,8.46,10.34,e,t,z,d,a
p,6.39,x,e,e,f,a,y,8.54,9.67,n,t,z,d,a
p,6.19,x,e,e,f,a,w,7.33,9.15,y,t,z,d,a
p,5.24,x,e,e,f,a,n,7.08,9.33,e,t,z,d,a
p,5.73,x,e,e,f,a,w,8.09,9.5,n,t,z,d,a
p,5.5,x,e,e,f,a,n,6.43,8.76,e,t,z,d,a
p,6.29,x,e,e,f,a,w,8.85,10.78,y,t,z,d,a
p,6.33,x,e,e,f,a,y,8.27,9.76,e,t,z,d,a
p,5.94,x,e,e,f,a,n,7.71,9.67,n,t,z,d,a
p,6.43,x,e,e,f,a,n,9.14,10.1,y,t,z,d,a
p,5.98,x,e,e,f,a,n,7.01,9.34,e,t,z,d,a
p,5.72,x,e,e,f,a,g,7.63,8.93,e,t,z,d,a
p,6.34,x,e,e,f,a,n,7.86,10.31,n,t,z,d,a
p,6.51,x,e,e,f,a,n,8.19,10.55,e,t,z,d,a
p,6.18,x,e,e,f,a,w,7.63,9.25,y,t,z,d,a
p,7.76,x,e,e,f,a,y,8.62,10.33,n,t,z,d,a
p,5.36,x,e,e,f,a,g,7.98,9.83,e,t,z,d,a
p,6.23,x,e,e,f,a,y,8.61,10.5,y,t,z,d,a
p,5.75,x,e,e,f,a,w,8.1,10.26,e,t,z,d,a
p,6.3,x,e,e,f,a,n,7.45,9.35,n,t,z,d,a
p,7.05,x,e,e,f,a,g,8.15,10.42,y,t,z,d,a
p,6.32,x,e,e,f,a,n,7.25,10.6,n,t,z,d,a
p,5.42,x,e,e,f,a,n,7.54,10.03,e,t,z,d,a
p,6.63,x,e,e,f,a,g,8.26,10.35,e,t,z,d,a
p,5.94,x,e,e,f,a,w,8.05,9.65,y,t,z,d,a
p,6.32,x,e,e,f,a,w,6.96,9.25,e,t,z,d,a
p,6.09,x,e,e,f,a,w,8.69,9.64,y,t,z,d,a
p,6.16,x,e,e,f,a,g,8.52,10.31,n,t,z,d,a
p,6.41,x,e,e,f,a,w,9.56,10.06,y,t,z,d,a
p,5.66,x,e,e,f,a,w,7.18,9.63,y,t,z,d,a
p,6.84,x,e,e,f,a,g,8.18,10.08,y,t,z,d,a
p,5.22,x,e,e,f,a,y,7.85,9.34,e,t,z,d,a
p,6.39,x,e,e,f,a,n,8.08,10.01,y,t,z,d,a
p,4.92,x,e,e,f,a,n,7.08,9.11,e,t,z,d,a
p,5.9,x,e,e,f,a,w,7.28,10.08,e,t,z,d,a
p,4.69,x,e,e,f,a,w,8.73,9.72,y,t,z,d,a
p,6.84,x,e,e,f,a,n,8.46,10.28,y,t,z,d,a
p,7.25,x,e,e,f,a,n,9.22,10.65,n,t,z,d,a
p,6.63,x,e,e,f,a,w,9.08,11.41,e,t,z,d,a
p,7.0,x,e,e,f,a,y,8.19,10.69,n,t,z,d,a
p,5.64,x,e,e,f,a,g,7.82,10.02,y,t,z,d,a
p,6.11,x,e,e,f,a,g,8.87,10.69,e,t,z,d,a
p,6.69,x,e,e,f,a,n,8.4,10.51,e,t,z,d,a
p,6.37,x,e,e,f,a,w,8.06,10.87,n,t,z,d,a
p,5.17,x,e,e,f,a,n,7.39,9.65,y,t,z,d,a
p,7.06,x,e,e,f,a,w,8.76,10.75,n,t,z,d,a
p,6.08,x,e,e,f,a,y,7.72,9.62,e,t,z,d,a
p,5.76,x,e,e,f,a,g,8.84,10.43,n,t,z,d,a
p,5.7,x,e,e,f,a,w,8.44,10.68,y,t,z,d,a
p,5.0,x,e,e,f,a,g,7.42,10.52,y,t,z,d,a
p,6.06,x,e,e,f,a,y,8.13,10.11,e,t,z,d,a
p,4.4,x,e,e,f,a,n,7.08,9.46,y,t,z,d,a
p,6.35,x,e,e,f,a,n,7.67,10.29,n,t,z,d,a
p,5.16,x,e,e,f,a,y,7.38,9.74,y,t,z,d,a
p,5.99,x,e,e,f,a,g,8.16,9.59,e,t,z,d,a
p,6.19,x,e,e,f,a,g,8.55,10.85,e,t,z,d,a
p,5.52,x,e,e,f,a,n,8.15,10.69,n,t,z,d,a
p,6.37,x,e,e,f,a,g,8.28,10.27,e,t,z,d,a
p,6.64,x,e,e,f,a,n,8.43,10.59,n,t,z,d,a
p,4.58,x,e,e,f,a,y,7.15,8.29,e,t,z,d,a
p,6.67,x,e,e,f,a,n,8.65,10.71,y,t,z,d,a
p,5.4,x,e,e,f,a,n,8.19,10.11,y,t,z,d,a
p,5.66,x,e,e,f,a,n,7.97,9.93,e,t,z,d,a
p,5.87,x,e,e,f,a,g,8.87,10.57,y,t,z,d,a
p,6.46,x,e,e,f,a,n,8.16,10.15,e,t,z,d,a
p,5.85,x,e,e,f,a,y,8.56,9.77,e,t,z,d,a
p,5.38,x,e,e,f,a,y,8.13,9.6,e,t,z,d,a
p,5.67,x,e,e,f,a,n,8.17,10.07,e,t,z,d,a
p,6.49,x,e,e,f,a,g,7.93,10.14,e,t,z,d,a
p,6.41,x,e,e,f,a,g,8.55,10.93,y,t,z,d,a
p,6.84,x,e,e,f,a,g,8.27,9.22,e,t,z,d,a
p,6.66,x,e,e,f,a,y,8.62,11.08,y,t,z,d,a
p,5.64,x,e,e,f,a,y,7.65,9.99,n,t,z,d,a
p,5.62,x,e,e,f,a,n,7.47,9.37,y,t,z,d,a
p,6.37,x,e,e,f,a,y,8.09,9.62,e,t,z,d,a
p,5.53,x,e,e,f,a,y,8.27,10.74,n,t,z,d,a
p,5.95,x,e,e,f,a,y,7.93,9.63,e,t,z,d,a
p,7.28,x,e,e,f,a,w,8.81,11.28,y,t,z,d,a
p,6.74,x,e,e,f,a,g,8.94,11.12,y,t,z,d,a
p,4.42,x,e,e,f,a,y,6.49,9.35,e,t,z,d,a
p,5.52,x,e,e,f,a,w,7.26,9.4,n,t,z,d,a
p,6.67,x,e,e,f,a,w,9.0,10.79,e,t,z,d,a
p,5.37,x,e,e,f,a,g,8.06,9.37,y,t,z,d,a
p,5.88,x,e,e,f,a,w,8.17,10.02,e,t,z,d,a
p,6.07,x,e,e,f,a,n,7.39,9.59,y,t,z,d,a
p,5.76,x,e,e,f,a,g,7.96,9.61,n,t,z,d,a
p,6.8,x,e,e,f,a,n,9.12,11.42,y,t,z,d,a
p,6.19,x,e,e,f,a,g,8.24,10.64,y,t,z,d,a
p,6.17,x,e,e,f,a,w,8.08,9.97,y,t,z,d,a
p,5.23,x,e,e,f,a,w,8.38,10.39,n,t,z,d,a
p,6.51,x,e,e,f,a,g,8.08,10.42,n,t,z,d,a
p,7.28,x,e,e,f,a,n,8.33,9.11,e,t,z,d,a
p,6.57,x,e,e,f,a,n,8.38,11.28,e,t,z,d,a
p,6.28,x,e,e,f,a,y,7.16,9.51,n,t,z,d,a
p,5.33,x,e,e,f,a,g,7.62,9.72,y,t,z,d,a
p,5.9,x,e,e,f,a,y,8.63,10.23,n,t,z,d,a
p,5.81,x,e,e,f,a,g,8.07,10.01,n,t,z,d,a
p,5.81,x,e,e,f,a,w,8.31,10.54,n,t,z,d,a
p,5.99,x,e,e,f,a,n,7.36,9.89,y,t,z,d,a
p,5.91,x,e,e,f,a,y,7.14,9.73,e,t,z,d,a
p,5.44,x,e,e,f,a,n,7.67,8.6,e,t,z,d,a
p,6.08,x,e,e,f,a,y,7.71,10.02,n,t,z,d,a
p,7.25,x,e,e,f,a,y,8.25,9.84,n,t,z,d,a
p,6.19,x,e,e,f,a,g,7.87,9.56,y,t,z,d,a
p,6.04,x,e,e,f,a,y,8.59,9.87,y,t,z,d,a
p,4.55,x,e,e,f,a,y,7.65,8.81,e,t,z,d,a
p,5.64,x,e,e,f,a,g,7.96,9.97,e,t,z,d,a
p,6.45,x,e,e,f,a,n,8.84,10.12,y,t,z,d,a
p,6.81,x,e,e,f,a,n,9.22,11.43,n,t,z,d,a
p,6.95,x,e,e,f,a,w,8.08,9.38,e,t,z,d,a
p,6.9,x,e,e,f,a,w,9.23,11.06,e,t,z,d,a
p,6.7,x,e,e,f,a,y,8.25,9.45,y,t,z,d,a
p,5.83,x,e,e,f,a,y,8.91,10.55,e,t,z,d,a
p,5.17,x,e,e,f,a,g,6.86,8.95,e,t,z,d,a
p,7.05,x,e,e,f,a,w,9.37,11.02,e,t,z,d,a
p,5.14,x,e,e,f,a,w,6.96,10.07,y,t,z,d,a
p,5.54,x,e,e,f,a,w,7.9,9.42,e,t,z,d,a
p,6.0,x,e,e,f,a,g,8.4,10.16,e,t,z,d,a
p,7.2,x,e,e,f,a,w,9.3,11.06,n,t,z,d,a
p,5.91,x,e,e,f,a,y,8.09,9.8,e,t,z,d,a
p,5.24,x,e,e,f,a,g,7.33,9.42,n,t,z,d,a
p,5.67,x,e,e,f,a,w,7.81,9.41,y,t,z,d,a
p,6.72,x,e,e,f,a,y,8.6,10.52,e,t,z,d,a
p,5.79,x,e,e,f,a,y,7.9,10.03,y,t,z,d,a
p,5.44,x,e,e,f,a,n,7.44,9.75,e,t,z,d,a
p,4.97,x,e,e,f,a,n,8.68,10.16,n,t,z,d,a
p,6.09,x,e,e,f,a,n,6.26,8.62,y,t,z,d,a
p,5.77,x,e,e,f,a,n,8.04,8.89,e,t,z,d,a
p,6.81,x,e,e,f,a,y,8.29,10.75,e,t,z,d,a
p,6.35,x,e,e,f,a,g,8.06,10.39,e,t,z,d,a
p,6.35,x,e,e,f,a,n,8.36,10.55,e,t,z,d,a
p,7.16,x,e,e,f,a,w,8.47,10.91,n,t,z,d,a
p,5.85,x,e,e,f,a,w,8.01,9.77,y,t,z,d,a
p,6.11,x,e,e,f,a,w,8.46,9.88,y,t,z,d,a
p,5.05,x,e,e,f,a,g,8.44,10.42,y,t,z,d,a
p,7.0,x,e,e,f,a,g,8.79,10.97,n,t,z,d,a
p,6.48,x,e,e,f,a,g,8.2,9.95,n,t,z,d,a
p,6.59,x,e,e,f,a,y,8.16,10.37,e,t,z,d,a
p,6.46,x,e,e,f,a,w,8.02,10.04,n,t,z,d,a
p,6.02,x,e,e,f,a,y,7.34,9.23,n,t,z,d,a
p,6.96,x,e,e,f,a,w,9.23,10.72,n,t,z,d,a
p,5.88,x,e,e,f,a,n,9.08,10.57,n,t,z,d,a
p,6.01,x,e,e,f,a,n,8.48,10.06,e,t,z,d,a
p,5.23,x,e,e,f,a,w,7.62,9.83,n,t,z,d,a
p,5.83,x,e,e,f,a,g,7.99,9.74,y,t,z,d,a
p,5.16,x,e,e,f,a,n,8.13,10.32,y,t,z,d,a
p,6.32,x,e,e,f,a,g,7.36,8.28,y,t,z,d,a
p,5.54,x,e,e,f,a,w,8.07,10.46,e,t,z,d,a
p,6.35,x,e,e,f,a,n,9.27,10.71,e,t,z,d,a
p,6.87,x,e,e,f,a,y,9.21,11.89,y,t,z,d,a
