trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
I Do,Astrid S,1100546,alt z,0.666,0.524,10,-9.404,1,0.0459,0.505,0,0.124,0.215,110.015,audio_features,155822,4
I Don't Care (with Justin Bieber),Ed Sheeran,3318802,,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,audio_features,219947,4
I Don't Gotta Know,Adam Fan,5207135,chinese idol pop,0.736,0.486,4,-8.529,1,0.38,0.28,0,0.351,0.784,160.066,audio_features,163500,4
I Don't Know Why,NOTD,1596506,electropop,0.499,0.898,8,-4.181,0,0.124,0.124,7.20E-06,0.0832,0.618,120.04,audio_features,207668,4
I Don't Know You Anymore,Eric Nam,338403,k-pop,0.655,0.731,0,-5.154,0,0.0648,0.106,0,0.127,0.47,101.978,audio_features,166333,4
I Don't Sleep,Sarcastic Sounds,144832,lo-fi chill,0.774,0.352,6,-13.13,0,0.214,0.105,0.741,0.348,0.258,80.51,audio_features,105143,4
I Don't Wanna Know - Live from Spotify Studios NYC,Charlie Puth,1779945,pop,0.431,0.0748,11,-13.615,0,0.0516,0.98,3.24E-06,0.114,0.367,98.188,audio_features,215882,4
I Don't Wanna See You Cryin' Anymore,Adam Melchor,894908,indie pop,0.664,0.414,0,-11.931,1,0.0304,0.874,0.0346,0.132,0.699,77.948,audio_features,223728,4
I Don't Wanna Talk (I Just Wanna Dance),Glass Animals,1380293,gauze pop,0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53E-05,0.299,0.808,131.966,audio_features,195191,4
I Don't Want You Back,AJ Mitchell,88064,alt z,0.613,0.347,5,-6.486,1,0.034,0.591,0,0.0959,0.25,109.764,audio_features,224144,4
I Don’t Think That I Like Her,Charlie Puth,114490,pop,0.587,0.548,8,-5.846,0,0.0339,0.396,0,0.109,0.713,186.073,audio_features,188508,4
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,246924,pop,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,audio_features,247160,4
I Drink Wine,Adele,1529,british soul,0.437,0.565,10,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389,audio_features,376169,4
I Fall Apart,Post Malone,223346,dfw rap,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,audio_features,223347,4
I Feel Good,Pink Sweat$,0,bedroom soul,0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87E-05,0.045,0.628,106,audio_features,136058,4
I Feel It Coming,The Weeknd,316632,canadian contemporary r&b,0.773,0.82,0,-5.897,0,0.115,0.394,0,0.0739,0.555,92.996,audio_features,269187,4
I Found - Acoustic,Amber Run,1930110,indie anthem-folk,0.386,0.0887,7,-11.166,0,0.0512,0.957,0,0.126,0.274,171.234,audio_features,259480,3
I GUESS I'M IN LOVE,Clinton Kane,4161070,alt z,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77E-05,0.149,0.223,77.213,audio_features,204094,4
I Got One (fg. VIII),AllttA,1641814,,0.762,0.502,0,-6.645,0,0.0671,0.242,4.93E-06,0.106,0.235,130.103,audio_features,186273,4
I Have Seen Much,Kato,70983,anime lo-fi,0.632,0.00644,9,-31.092,0,0.117,0.995,0.97,0.103,0.497,72.606,audio_features,71099,5
I Have Seen Much Piano,Kato,57674,anime lo-fi,0.771,0.0186,9,-27.213,0,0.0766,0.99,0.957,0.103,0.607,108.955,audio_features,57674,4
I Just Wanna Shine,Fitz and The Tantrums,1686248,la indie,0.705,0.918,6,-2.77,0,0.0684,0.04,9.30E-05,0.0803,0.546,92.511,audio_features,207925,4
I Kissed A Girl,Katy Perry,179467,pop,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,audio_features,179640,4
I Knew You Were Trouble.,Taylor Swift,234045,pop,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,audio_features,219760,4
I Know You're Not Happy,Powfu,23556,sad lo-fi,0.546,0.381,6,-14.594,1,0.0367,0.909,0.00167,0.119,0.39,139.621,audio_features,197616,4
I Like It,Enrique Iglesias,772543,dance pop,0.646,0.94,10,-2.856,0,0.0838,0.0209,0,0.0691,0.704,129.011,audio_features,231787,4
I Like Me Better,Lauv,634601,pop,0.753,0.505,9,-7.621,1,0.255,0.534,2.58E-06,0.104,0.419,91.972,audio_features,197437,4
I Like That,Bazzi,1289760,pop,0.665,0.692,6,-5.431,0,0.112,0.172,0,0.191,0.68,74.474,audio_features,158084,4
I Like U,NIKI,150260,indonesian r&b,0.48,0.526,5,-7.099,1,0.275,0.071,0,0.0879,0.374,199.662,audio_features,267733,3
I Like You (A Happier Song) (with Doja Cat),Post Malone,385680,dfw rap,0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,audio_features,192841,4
I Lived,OneRepublic,82357,piano rock,0.599,0.854,9,-5.429,1,0.0436,0.0746,0,0.278,0.311,119.986,audio_features,234547,4
I Love It (feat. Charli XCX),Icona Pop,232380,candy pop,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,audio_features,157153,4
I Love You,Alex & Sierra,229464,pop,0.525,0.439,0,-6.596,1,0.0259,0.658,0,0.0636,0.238,84.956,audio_features,229640,4
I Love You Like La La La,Bobby Crane,1040008,,0.87,0.474,3,-10.177,1,0.0477,0.573,3.39E-05,0.131,0.73,96.048,audio_features,186250,4
I Love You Too,Peter McPoland,16667269,pov: indie,0.54,0.0534,10,-18.585,1,0.0432,0.939,0.00111,0.0986,0.145,94.111,audio_features,189868,3
"I Love You, But..",Josh Golden,3644305,la pop,0.745,0.72,2,-4.354,0,0.0419,0.217,1.07E-06,0.106,0.658,139.971,audio_features,140879,4
I Miss The Days,NF,5338567,hip hop,0.719,0.768,11,-5.658,0,0.19,0.345,0,0.104,0.0979,137.887,audio_features,269185,4
I Miss The Future,Lost Kings,6551338,pop dance,0.734,0.443,0,-5.73,0,0.0406,0.386,0,0.123,0.658,110.988,audio_features,157952,4
I Need More - Radio Edit,Haley Bennett,809723,,0.546,0.696,2,-9.012,0,0.103,0.232,0,0.22,0.44,118.103,audio_features,176680,4
I Need U,yaeow,1422746,lo-fi chill,0.402,0.405,9,-12.486,1,0.0713,0.513,0.0167,0.155,0.072,84.873,audio_features,142588,4
I Need You,M83,181206,french shoegaze,0.187,0.526,2,-7.291,1,0.0326,0.0261,0.0342,0.172,0.0739,72.259,audio_features,181280,4
I Never Learned,Chris James,152000,singer-songwriter pop,0.869,0.357,6,-7.153,1,0.0695,0.329,1.22E-06,0.115,0.588,121.941,audio_features,152000,4
I Never Stay In Love,Stephen,3477963,la pop,0.47,0.532,0,-7.921,0,0.302,0.7,0.000761,0.179,0.509,173.702,audio_features,244800,4
I Promised,KAYDEN,235090,singer-songwriter pop,0.733,0.541,7,-6.04,1,0.0433,0.484,2.51E-05,0.161,0.374,110.075,audio_features,235091,4
I Ran,Krayvent,1570278,,0.401,0.605,9,-8.828,0,0.055,0.0182,0.282,0.0704,0.2,128.003,audio_features,217563,4
I See Love,Jonas Blue,16482,pop,0.736,0.706,2,-3.899,0,0.0438,0.0133,0,0.324,0.758,123.047,audio_features,173220,4
I See You,MISSIO,3485499,modern alternative rock,0.466,0.781,1,-6.76,1,0.0567,0.000483,0.000141,0.0713,0.383,169.97,audio_features,228613,4
I Should've Told You,Fiji Blue,3074955,chill pop,0.725,0.66,8,-7.206,1,0.0663,0.465,0.000292,0.0848,0.456,117.009,audio_features,197523,4
I Still Do,Mokita,409717,chill pop,0.538,0.489,4,-11.155,1,0.0523,0.193,8.88E-05,0.209,0.393,79.245,audio_features,202023,4
I Think I Like When It Rains,WILLIS,8901555,alabama indie,0.622,0.455,9,-7.116,1,0.0282,0.0401,0,0.0957,0.274,124.412,audio_features,278293,4
I Wanna Be Yours,Arctic Monkeys,158288,garage rock,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,183956,4
I Wanna Dance,Jonas Blue,220242,pop,0.818,0.841,5,-6.44,1,0.131,0.109,0.00791,0.186,0.605,125.997,audio_features,184573,4
I Wanna Ride I Wanna Ride (Sped Up): Vegas,Hiko,165600,sped up,0.567,0.43,7,-13.159,1,0.108,0.00646,0.213,0.0875,0.404,133.065,audio_features,165600,5
I Want It All,High School Musical Cast,279320,post-teen pop,0.791,0.813,6,-3.444,1,0.139,0.179,0,0.0549,0.913,142.876,audio_features,277307,4
I Want It That Way,Backstreet Boys,213112,boy band,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,audio_features,213307,4
I Want You To Know,Zedd,1508268,complextro,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62E-06,0.145,0.366,129.998,audio_features,240000,4
I Warned Myself,Charlie Puth,162298,pop,0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,audio_features,159783,4
I Was Never There,The Weeknd,28473,canadian contemporary r&b,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,audio_features,241067,4
I Will Find a Way,Hourstone,44108,,0.668,0.31,8,-12.686,1,0.0551,0.861,0.0615,0.0902,0.399,121.979,audio_features,161405,4
I Will Follow You into the Dark,Death Cab for Cutie,189400,alternative rock,0.517,0.206,5,-12.233,1,0.0421,0.924,0,0.118,0.489,80.401,audio_features,189187,4
I Will Never Let You Down,Rita Ora,9375,dance pop,0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,audio_features,203467,4
I Wish I Never Met You,Babygirl,6408913,indie pop,0.82,0.494,1,-9.151,1,0.0309,0.281,0.0358,0.154,0.909,109.956,audio_features,211744,4
I Wish I Never Met You,Oh Wonder,1091517,electropop,0.471,0.496,1,-9.947,1,0.225,0.667,6.67E-05,0.112,0.602,93.999,audio_features,179081,4
I Wish I Was the Moon,Ewan J Phillips,26295167,british singer-songwriter,0.396,0.315,1,-11.801,0,0.0346,0.879,0.0603,0.0953,0.081,99.432,audio_features,218231,3
I Wish It Was Me,Etham,422160,singer-songwriter pop,0.57,0.542,6,-8.4,0,0.0771,0.409,0,0.0879,0.753,110.018,audio_features,211081,4
I Won't Give Up,Jason Mraz,25097,acoustic pop,0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,audio_features,240166,3
"I am not a woman, I'm a god",Halsey,1165316,electropop,0.517,0.7,6,-6.568,0,0.0452,0.00375,0.0385,0.0634,0.518,179.986,audio_features,176413,4
I disappear in your arms,Christine and the Queens,236374,art pop,0.817,0.566,7,-6.928,1,0.0366,0.0474,0.0265,0.0816,0.372,119.986,audio_features,236375,4
I feel 2 much,blackbear,239865,pop,0.612,0.544,9,-7.279,1,0.0666,0.408,0,0.0998,0.694,86.046,audio_features,240038,4
I feel bad,blackbear,174838,pop,0.637,0.785,9,-3.382,0,0.0512,0.0201,0,0.333,0.923,144.053,audio_features,175066,4
I felt that,blackbear,404776,pop,0.692,0.727,7,-5.58,1,0.0305,0.00836,1.07E-06,0.131,0.424,99.977,audio_features,202589,4
I hope that you think of me,Pity Party (Girls Club),76836,,0.845,0.455,3,-9.857,1,0.045,0.0625,6.41E-05,0.108,0.65,105,audio_features,128000,4
I hope your whole life sux,blackbear,179148,pop,0.708,0.644,1,-5.862,0,0.195,0.27,0,0.0686,0.699,133.925,audio_features,179186,4
"I miss you, I’m sorry",Gracie Abrams,335076,alt z,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47E-06,0.124,0.151,109.885,audio_features,167538,5
I wanna be your knight,松永智也（ＣＶ：江口拓也）,2592,,0.516,0.847,11,-4.518,0,0.0513,0.0888,0,0.0947,0.596,90.02,audio_features,239787,4
I'd Rather Go Blind,Etta James,3620598,,,,,,,,,,,,,,0,
I'll Keep Coming,Low Roar,21405243,,,,,,,,,,,,,,0,
I'll Wait,Kygo,389738,,,,,,,,,,,,,,0,
I'm Goin' Down - Recorded at Electric Lady Studios NYC,Vampire Weekend,207600,,,,,,,,,,,,,,0,
I'm Going Home,Hans Zimmer,2582318,,,,,,,,,,,,,,0,
I'm Good (Blue),David Guetta,49370,big room,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,audio_features,175238,4
I'm Leaving,Low Roar,3487091,,,,,,,,,,,,,,0,
"I'm Leaving, Sorry For Your Loss",iamnotshane,2192309,,,,,,,,,,,,,,0,
I'm Not In Love,Ber,2505999,,,,,,,,,,,,,,0,
I'm Not In Love,Kelsey Lu,828932,,,,,,,,,,,,,,0,
I'm Not Making out With You,Surf Curse,159199,,,,,,,,,,,,,,0,
I'm Not The Only One - Sped Up,Sam Smith,207339,,,,,,,,,,,,,,0,
I'm Not Your Dog,Baxter Dury,178253,,,,,,,,,,,,,,0,
I'm Ok,Emma Kern,2612952,,,,,,,,,,,,,,0,
I'm Ready,Jaden,301829,,,,,,,,,,,,,,0,
I'm Sorry,Mokita,528887,,,,,,,,,,,,,,0,
I'm Sorry,Swell,28052,japanese chillhop,0.944,0.543,6,-9.61,0,0.164,0.0841,9.83E-05,0.0332,0.733,134.953,audio_features,157333,4
I'm Still,Juice WRLD,300463,,,,,,,,,,,,,,0,
I'm Yours,Jason Mraz,2784542,acoustic pop,0.698,0.45,11,-8.784,1,0.0442,0.571,0,0.113,0.68,150.999,audio_features,242040,4
I'm Yours / Somewhere over the Rainbow - EP Version,Straight No Chaser,55372,,,,,,,,,,,,,,0,
I'm a Firefighter,Cigarettes After Sex,542036,,,,,,,,,,,,,,0,
I'm a Mess,Bebe Rexha,387610,,,,,,,,,,,,,,0,
I'm an Albatraoz,AronChupa,43057,,,,,,,,,,,,,,0,
I'm so Sorry,Nico Collins,235986,,,,,,,,,,,,,,0,
I've Seen That Face Before (Libertango),Grace Jones,270466,,,,,,,,,,,,,,0,
I. Allegro con brio,Ludwig van Beethoven,9664,classical,0.25,0.318,0,-15.605,0,0.0411,0.956,0.897,0.0976,0.188,98.171,audio_features,442000,4
I.F.L.Y.,Bazzi,4218837,pop,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,audio_features,165714,4
ICLYA,Mokita,27658863,chill pop,0.647,0.599,4,-7.645,1,0.0452,0.0924,0.000131,0.0934,0.605,155.964,audio_features,165991,4
IDGAF (with blackbear),BoyWithUke,1758987,sad rap,0.782,0.728,5,-5.93,1,0.0768,0.427,0,0.25,0.876,97.975,audio_features,140667,4
IDK You Yet,Alexander 23,1913446,alt z,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,audio_features,184638,1
IDWK,DVBBS,179881,canadian electronic,0.718,0.846,1,-6.157,1,0.0354,0.0026,0,0.11,0.407,115.002,audio_features,179999,4
IDWK - Riggi & Piros Remix,DVBBS,149776,canadian electronic,0.535,0.781,1,-5.549,1,0.0741,0.0635,0,0.0934,0.745,128.057,audio_features,150000,4
IMMACULATE,VISXGE,794123,gym phonk,0.78,0.385,7,-7.568,1,0.358,0.00151,5.30E-06,0.661,0.34,117.931,audio_features,140874,4
IMPORTED (with 6LACK),Jessie Reyez,190283,canadian contemporary r&b,0.712,0.606,7,-4.262,1,0.0518,0.246,1.19E-06,0.109,0.329,111.089,audio_features,225213,4
INCOMING,MC ORSEN,1073004,drift phonk,0.905,0.876,2,-5.467,1,0.0422,0.00391,0.841,0.058,0.31,124.976,audio_features,140160,4
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,1464874,lgbtq+ hip hop,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,audio_features,212000,4
INFERNO,Sub Urban,38920,modern indie pop,0.82,0.611,9,-5.02,0,0.122,0.0766,2.50E-05,0.0684,0.637,127.883,audio_features,133134,4
IT HURTS!,San Holo,31630,brostep,0.483,0.632,2,-5.624,1,0.0351,0.0419,0.000622,0.422,0.363,146.936,audio_features,228125,4
IV. Sweatpants,Childish Gambino,137267,atl hip hop,0.712,0.463,1,-9.33,0,0.143,0.152,0,0.642,0.593,80.029,audio_features,180675,4
Ice Cold (feat. KARRA),Habstrakt,168868,bass house,0.755,0.947,5,-4.771,0,0.212,0.00532,0.4,0.293,0.311,124.026,audio_features,180000,4
Ice Field,WYS,341712,lo-fi beats,0.592,0.147,0,-24.41,1,0.0315,0.932,0.921,0.123,0.0701,130.081,audio_features,170856,4
Icee Pop,Nic D,1005969,singer-songwriter pop,0.914,0.572,0,-6.606,1,0.0359,0.12,0,0.0709,0.864,134.989,audio_features,147556,4
Idhazhin Oram - The Innocence of Love,Anirudh Ravichander,436756,desi hip hop,0.65,0.783,7,-6.197,0,0.0377,0.22,3.71E-06,0.182,0.302,109.959,audio_features,204867,4
If By Chance - slowed + reverb,Ruth B.,223,alt z,0.204,0.166,6,-14.502,1,0.0324,0.81,2.87E-06,0.129,0.181,92.762,audio_features,384770,4
If I Didn't Have You,BANNERS,225847,indie poptimism,0.627,0.697,5,-7.793,1,0.031,0.0908,1.39E-05,0.0748,0.398,136.039,audio_features,225848,4
If I Had You,Adam Lambert,227370,dance pop,0.648,0.908,4,-4.251,0,0.108,0.0113,0,0.374,0.793,131.147,audio_features,228240,4
If I Killed Someone For You,Alec Benjamin,370244,alt z,0.514,0.605,7,-5.363,1,0.0337,0.774,2.91E-06,0.121,0.409,120.894,audio_features,185123,4
If It Hurts,FRND,1865730,,0.625,0.221,8,-12.579,1,0.0335,0.826,0,0.15,0.386,133.972,audio_features,215821,4
If There's Time,ODESZA,196000,chillwave,0.47,0.633,10,-9.323,0,0.0323,0.0016,0.00453,0.257,0.149,140.12,audio_features,196000,4
If Today Was Your Last Day,Nickelback,2405327,alternative metal,0.485,0.911,3,-5.749,1,0.0355,8.67E-05,0,0.092,0.568,89.956,audio_features,249067,4
If We Have Each Other,Alec Benjamin,1089132,alt z,0.656,0.577,10,-5.566,0,0.0802,0.698,0,0.296,0.861,173.094,audio_features,181522,4
If You Love Her,Forest Blakk,1351871,singer-songwriter pop,0.286,0.445,6,-8.087,1,0.0347,0.355,0,0.114,0.278,50.827,audio_features,217352,4
If You Love Her - feat. Meghan Trainor,Forest Blakk,1785020,singer-songwriter pop,0.335,0.47,1,-7.158,1,0.0343,0.36,0,0.114,0.186,155.912,audio_features,215832,3
If the World Was Ending (feat. Julia Michaels),JP Saxe,1671825,alt z,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,audio_features,208687,4
Ignite,Alan Walker,425237,electro house,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98E-06,0.192,0.479,90.008,audio_features,210288,4
"Iktara (From ""Wake Up Sid"")",Amit Trivedi,484412,,,,,,,,,,,,,,0,
Illegal Weapon,Garry Sandhu,12441,punjabi pop,0.814,0.666,6,-6.555,1,0.0635,0.488,4.23E-05,0.108,0.714,94.02,audio_features,230000,4
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,21205,,,,,,,,,,,,,,0,
"Im a god, Ordinary life",CedanVibe,24246,,,,,,,,,,,,,,0,
Imagination,Shawn Mendes,217773,canadian pop,0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,audio_features,217773,4
Imperfect Lock,Hans Zimmer,3561902,german soundtrack,0.534,0.33,5,-27.167,1,0.0427,0.528,0.822,0.112,0.0345,120.013,audio_features,414896,3
Impossible,James Arthur,209440,pop,0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,audio_features,209440,4
Impossible,Röyksopp,387760,downtempo,0.729,0.844,1,-9.153,1,0.043,0.115,0.936,0.0914,0.0688,121.023,audio_features,555573,4
In Another Life,WYATT,3881045,,0.805,0.654,6,-5.597,0,0.0585,0.179,0,0.0941,0.585,147.041,audio_features,148571,4
In Between,WILLIS,7008263,alabama indie,0.716,0.707,1,-7.305,0,0.0402,0.25,0.553,0.109,0.545,117.992,audio_features,147963,4
In Case I Fall for You,Black Sea Dahu,304033,swiss indie,0.439,0.473,2,-9.584,0,0.0323,0.533,0.000306,0.133,0.462,152.855,audio_features,304034,4
In Case You Don't Live Forever,Ben Platt,228860,broadway,0.529,0.307,9,-8.24,1,0.0335,0.851,0,0.104,0.439,139.785,audio_features,228960,4
In Da Getto,J Balvin,188530,reggaeton,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61E-05,0.113,0.643,126.998,audio_features,130667,4
In Love Again,Lonely in the Rain,281760,new french touch,0.873,0.489,0,-10.008,1,0.251,0.719,0.0284,0.087,0.208,115.038,audio_features,140880,4
In My Head,Jovic,1920267,,0.677,0.744,0,-6.379,0,0.0659,0.122,1.41E-05,0.621,0.105,124.021,audio_features,211484,4
In My Head,Peter Manos,21155258,,0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956,audio_features,214533,4
In My Room,Chance Peña,2245451,singer-songwriter pop,0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,audio_features,177609,3
In My Veins - Feat. Erin Mccarley,Andrew Belle,50736,acoustic pop,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46E-06,0.0899,0.196,128.012,audio_features,318909,4
In Two,Will Paquin,286324,weirdcore,0.787,0.463,4,-10.009,1,0.0497,0.899,0.0145,0.124,0.73,120.018,audio_features,143162,5
In Your Eyes,The Weeknd,2380596,canadian contemporary r&b,0.667,0.721,7,-5.349,0,0.033,0.00248,6.24E-05,0.0753,0.703,100.018,audio_features,237522,4
In the End,Linkin Park,523750,alternative metal,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,audio_features,216880,4
In the Morning,Low Roar,541338,icelandic indie,0.418,0.221,0,-18.326,1,0.0271,0.396,0.00118,0.111,0.415,96.885,audio_features,84733,4
In the Name of Love,Martin Garrix,195468,dutch edm,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,audio_features,195707,4
Inconsolable,Backstreet Boys,446307,boy band,0.4,0.754,7,-3.899,1,0.0348,0.0186,0,0.316,0.231,160.031,audio_features,216653,4
Indian Summer,Shuba,1977253,,0.518,0.523,0,-11.672,0,0.0605,0.28,9.58E-05,0.211,0.695,73.256,audio_features,185228,4
Infinity,Jaymes Young,249538,indie poptimism,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29E-05,0.304,0.494,121.963,audio_features,237720,4
Insane,AP Dhillon,10865519,desi hip hop,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55E-05,0.0975,0.304,98.967,audio_features,206061,4
Insane,Sky McCreery,831945,gen z singer-songwriter,0.806,0.405,6,-11.277,0,0.0727,0.508,0.0915,0.104,0.329,119.961,audio_features,166390,4
Inside Out,Mokita,175978,chill pop,0.687,0.172,1,-11.643,1,0.0428,0.786,0,0.0985,0.435,131.946,audio_features,176005,4
Insomnia Dream,colours in the dark,648000,lo-fi sleep,0.488,0.174,2,-18.624,0,0.0277,0.918,0.947,0.84,0.123,100.022,audio_features,162000,4
Instagram,Dimitri Vegas & Like Mike,149714,belgian dance,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,audio_features,184558,4
Internal Blues - Washing Machine Mix,Green Day,80307,,0.658,0.784,1,-14.678,1,0.0342,0.21,0.861,0.0961,0.574,139.883,audio_features,299560,4
Into It,Chase Atlantic,196582,alternative r&b,0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41E-05,0.129,0.291,130.053,audio_features,196767,4
Into The Fire,Declan J Donovan,19329,uk pop,0.546,0.708,9,-3.929,0,0.0602,0.0129,0,0.187,0.406,143.991,audio_features,194048,4
Into The Light,Notaker,3385875,,0.484,0.675,1,-6.99,0,0.0444,0.0178,0.634,0.329,0.0584,99.98,audio_features,201340,4
Intro,Sasha Alex Sloan,47324,alt z,0.589,0.102,8,-18.015,1,0.147,0.894,0,0.24,0.544,117.166,audio_features,45587,5
Invincible,Aminé,392772,pop rap,0.724,0.6,10,-4.391,0,0.29,0.141,0.000218,0.104,0.466,86.984,audio_features,196387,4
Invisible Things,Lauv,8911,pop,0.744,0.552,7,-7.406,1,0.0926,0.0834,8.02E-06,0.132,0.285,125.194,audio_features,197307,5
Iridescent,Linkin Park,296560,alternative metal,0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,audio_features,296560,4
Iris,Mr FijiWiji,228633,chillstep,0.478,0.518,6,-7.721,1,0.0378,0.181,0.000185,0.18,0.38,147.805,audio_features,228775,3
Iro Kousui - Horimiya - Lofi Remix,Kioshi,12276,anime lo-fi,0.731,0.474,4,-12.485,0,0.063,0.834,0.931,0.109,0.729,160.015,audio_features,165750,4
Iron Destiny,Kreator,228916,,,,,,,,,,,,,,0,
Is It Just Me?,Sasha Alex Sloan,215040,alt z,0.682,0.363,2,-10.837,1,0.0261,0.699,3.00E-05,0.363,0.203,94.978,audio_features,154275,4
Is It Just Me? (feat. Charlie Puth),Sasha Alex Sloan,5633626,alt z,0.682,0.363,2,-10.837,1,0.0261,0.699,3.00E-05,0.363,0.203,94.978,audio_features,154275,4
Is That What You Like Now,Beren Olivia,1111172,uk pop,0.651,0.626,5,-6.036,1,0.0428,0.0559,0,0.123,0.39,120.061,audio_features,194750,4
Is There Still Anything That Love Can Do? (Movie Edit),RADWIMPS,97277,j-pop,0.638,0.291,9,-7.144,1,0.0442,0.822,0,0.318,0.378,141.929,audio_features,150653,4
Ishq Bina,Anuradha Sriram,258117,filmi,0.669,0.357,7,-16.269,1,0.0625,0.198,3.22E-06,0.0446,0.501,88.022,audio_features,465133,4
Ishq Hua,Salim–Sulaiman,11178,filmi,0.405,0.745,2,-7.914,0,0.108,0.657,0.00552,0.117,0.751,87.452,audio_features,263027,4
Ishq Tera Tadpave - Oh Ho Ho Ho,Sukhbir,75418,bhangra,0.733,0.963,10,-5.06,1,0.0665,0.0558,1.32E-05,0.0766,0.91,145.05,audio_features,367818,4
Island of the Sun,Winona Oak,4880426,swedish pop,0.639,0.671,3,-4.794,0,0.0312,0.39,1.73E-06,0.092,0.586,91.997,audio_features,176471,4
Islands,Michael Lanza,229401,,0.787,0.682,11,-10.544,0,0.0588,0.0751,0,0.111,0.319,105.094,audio_features,229429,4
Isolation,Lana Lubany,405851,,0.661,0.46,7,-9.761,1,0.3,0.652,0,0.143,0.433,140.086,audio_features,72451,4
Isolation,RINZ.,109859,lo-fi jazzhop,0.715,0.186,8,-11.769,0,0.0902,0.793,0.893,0.106,0.232,70.988,audio_features,109859,4
Isq Risk,Sohail Sen,295079,filmi,0.846,0.634,10,-7.753,0,0.0432,0.122,0,0.146,0.944,104.964,audio_features,295079,4
Issey Kehte Hain Hip Hop,Yo Yo Honey Singh,101525,filmi,0.911,0.608,4,-5.438,0,0.249,0.283,1.34E-06,0.113,0.652,100.013,audio_features,194168,4
Issues,Julia Michaels,726412,pop,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,audio_features,176320,4
Issues,Lund,13914618,cloud rap,0.754,0.517,11,-7.598,1,0.0368,0.587,0,0.0971,0.299,120.061,audio_features,188560,4
Issues - Alan Walker Remix,Julia Michaels,480744,pop,0.752,0.774,8,-4.379,1,0.0532,0.142,8.30E-06,0.0993,0.625,113.935,audio_features,181000,4
It Takes Two,Fiji Blue,4715555,chill pop,0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,audio_features,159013,4
It Will Rain,Bruno Mars,99664,dance pop,0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,audio_features,257720,4
It'll Be Ok,Justin Lucas,458248,,,,,,,,,,,,,,0,
It'll Be Okay,Shawn Mendes,445600,,,,,,,,,,,,,,0,
